imo,sector,destination,top1,score1,top2,score2,top3,score3,top4,score4,top5,score5
9829796,TANKER,FI HMN,Hamina + code2,91,Hon Gai + code1,62,Limhamn + code1,62,Chin Men + code1,57,Valkom + code2,57
9654787,TANKER,JAPAN FOR ORDERS,Randers + code1,61,Tres Fronteras + code1,53,Fort Lauderdale + code1,52,Fort Pierce + code1,52,Khor Fakkan + code1,52
9007752,TANKER,CHITTAGONG BANGLADES,Chittagong + code1,100,Blang Lancang + code1,61,Tanjong Berlayer  + code1,56,Tanjung Merangas + code1,56,Bangsaphan + code1,53
9577460,DRY,BR TUB,Tubarao + code2,91,Rio Tuba + code1,71,Burutu + code1,67,Aburatsu + code1,57,Imbituba + code1,57
9421441,TANKER,JP HIM OEA,Chimbote + code1,56,Himekawa + code1,56,Hachijo-Jima (Jap) + code1,54,Chimu Wan + code1,53,Souma (Jap) + code1,53
9802023,CONTAINER,HKG HK,Hong Kong + code2,91,Hungnam + code2,55,Khanom + code2,55,Koge + code2,55,Kharg Island + code2,55
9589425,DRY,QUANG NINH,Quang Ninh + code1,100,Quang Binh + code1,90,Quang Ngai + code1,80,Quang Tri + code1,74,Binh Thuan + code1,70
9321158,DRY BULK,HIGH SEAS,Gela + code2,57,General Santos + code2,57,Seaham Harbour + code2,57,San Sebastian + code2,57,Neskaupstadur + code2,57
9783954,DRY BULK,RECALADA,Recalada Practicos + code1,100,Calaca + code1,71,Calabar + code1,67,La Brea + code1,67,Aland + code1,62
9478822,DRY BULK,CNZOS,Zhoushan + code2,100,Laizhou + code2,80,Foshan + code2,80,Zhongshan + code2,80,Taizhou + code2,80
9757096,DRY BULK,BELFAST,"Belfast, U.K. + code1",100,Bella Vista + code1,67,Brest + code1,67,Eilat + code1,67,Faslane + code2,67
9412787,CONTAINER,CNNSA,Nansha + code2,100,Jawaharlal Nehru Port + code2,80,Sanya + code2,80,Jinshan + code2,80,Xinsha + code2,80
9271420,DRY BULK,9,pppooo789 + code1,20,pppooo987 + code1,20,Okwori Opl 90 + code1,14,Aabenraa + code1,0,Aaheim m + code1,0
9361926,TANKER,DUBAI UAE,Dubai + code1,100,Dugi Rat + code1,59,Suda Bay + code1,59,Suez Bay + code1,59,Supe Bay + code1,59
9238492,DRY BULK,ABAS,Cabimas + code1,73,Aburatsu + code1,67,Ambes + code1,67,Aqaba + code1,67,Basuo + code1,67
9218105,TANKER,>JP YOK/NGI/NNX,Yokohama + code2+3,53,Nagoya + code2+3,53,Nanao + code2+3,53,Gingook + code1+3,48,"King""""s Lynn + code1+3",48
9773997,TANKER,VN HPH,Naga + code2,73,Villanueva + code2,73,Chumphon + code1,57,Haiphong + code1,57,Ba Ngoi + code2,57
9202053,DRY BULK,RU ARH,Gualeguaychu + code2,73,Varandey + code2,73,Aarhus + code1,67,Ahus + code1,60,Garrucha + code1,57
9021203,TANKER,BANG PAKONG,Bing Bong + code1,70,Hong Kong + code1,70,Bangkok + code1,67,Bangsaphan + code1,67,Blang Lancang + code1,67
8714841,DRY BULK,DEHUS,Holtenau + code2,80,Husum + code2,80,Ahus + code1,67,Ducos + code1,60,Husum + code1,60
9439814,TANKER,RIGA,Riga + code1,100,Surigao + code1,73,Agria + code1,67,Arica + code1,67,Karabiga + code1,67
9301615,TANKER,"AKIBAM,THAILAND","Alba, Bahrain + code1",59,Airlie Island + code1,57,Barrow Island + code1,57,Bataan + code1,57,Harbor Island + code1,57
7118181,DRY BULK,VLORE,Vlore + code1,100,Molore + code1,73,Lome + code1,67,Lorient + code1,67,Lorengau + code1,62
9446128,DRY BULK,VNPHU,Phu My + code2,100,Van Phong Bay + code2,80,Haiphong + code2,80,Cam Pha + code2,80,Huizhou + code2,60
9399882,TANKER,SINGAPORE -  PEBGC,Singapore + code1,100,Helsingor + code1,58,Helsingborg + code1,54,Canaport + code1,52,Diego Suarez + code1,52
9497206,DRY BULK,"ZHOUSHAN,CHINA",Zhoushan + code1,100,Chaozhou + code1,64,Chenshan + code1,64,Lianhuashan + code1,64,Changzhou + code1,61
8951413,DRY BULK,"IZMAIL,UKRAINE",Izmail + code1,100,Manuran + code1,57,Martinez + code1,55,"Alba, Bahrain + code1",54,Imari + code1,53
9046655,TANKER,B.AMPAR,Batu Ampar + code1,83,Tampa + code1,67,Rabat + code2,67,Amamapare + code1,62,Amuay Bay + code1,62
9359961,DRY BULK,BUCHANAN,Buchanan + code1,100,Buchanan Ny + code1,100,Nanticoke + code2,77,Buatan + code1,71,Changhang + code1,71
9286255,CONTAINER,PAMIT<>JPTYO,Tokyo + code2+3,100,Tokuyama + code2+3,80,Toyama + code2+3,80,Yokohama + code2+3,80,Yokosuka + code2+3,80
9629378,TANKER,S'PORE,Progreso + code1,71,Port Said + code1,67,Siam Port + code1,67,St Pierre + code1,67,Sual Port + code1,67
9749958,DRY BULK,SA JUB,San Julian + code1,62,Luba + code1,60,Abu Musa + code1,57,Salem (Nj) + code1,57,Sha Lung + code1,57
9714379,DRY BULK,> JP MIZ OFF,Mizushima + code2+3,91,Minamata + code2+3,73,"Shimizu, (Honshu), Japan + code2+3",73,Maizuru + code2+3,73,Rumoi + code2+3,73
9504138,DRY BULK,BIRKENHEAD,Birkenhead + code1,100,Kirkenes + code1,67,Riverhead + code1,63,Nha Be + code1,62,Morehead City + code1,61
9054042,TANKER,OPL PORT KLANG,Port Klang - Pelabuhan Ultra - North Port + code1,83,Huangpu Old Port + code1,73,Port Kijang + code1,72,Port Angeles + code1,69,Port Lincoln + code1,69
9313436,TANKER,SINES ANCH,Sines + code1,100,La Salinetas + code1,64,Hachinohe + code1,63,Asnaes + code1,62,Haines + code1,62
9241918,CONTAINER,YE ADE,Aden + code1,60,Adelaide + code1,57,Le Havre + code1,57,Varandey + code1,57,Puerto Padre + code1,56
9814624,DRY BULK,JP FNB/OFF,Ofunato + code2,53,Flekkefjord + code2,53,Point Fortin + code1,45,Koyo Dock (Jap) + code1,43,Port Fourchon + code1,43
9248514,DRY BULK,KARMARINE SHIPYARD,Kamaishi + code1,62,San Martin + code1,57,Nea Karvali + code1,55,Marmaris + code1,54,Kristinestad + code1,53
9323833,DRY,B.ABBAS,Bandar Abbas + code1,83,Albacora (S.B.M.) + code1,57,Cabimas + code1,57,"Bec d""Ambes + code1",56,Abashiri (Jap) + code1,53
9300221,DRY,"HOUSTON,USA",Houston + code1,100,"Boston, U.K. + code1",67,Southport (Usa) + code1,67,Bristol (Usa) + code1,64,Brooklyn (Usa) + code1,61
9133331,CONTAINER,CNWNZ,Wenzhou + code2,100,Chiwan + code2,80,Mawan + code2,80,Jinzhou + code2,80,Changwon + code1,62
9180865,DRY BULK,LEIXOES,Leixoes + code1,100,Felixstowe + code1,59,Lewisporte + code1,59,Algiers + code1,57,Eleusis + code1,57
9321031,CONTAINER,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9161481,DRY,TUTICORIN,Tuticorin + code1,100,Corinto + code1,62,Runcorn + code1,62,Tottori + code1,62,Atico + code1,57
8947620,DRY BULK,SMEDEREVO,Somerset + code1,59,Domsjo + code2,57,Ronnskar + code2,57,Degerhamn + code2,57,Bremerhaven + code2,57
9594406,DRY,CHITTAGONG,Chittagong + code1,100,Changhong + code1,74,Chita - LNG + code1,74,Chicago + code1,71,Changwon + code1,67
9362839,TANKER,FOS,Fos + code1,100,Fos + code2,75,Foshan + code2,75,Foshan + code1,67,Kos + code1,67
9466374,DRY BULK,CARTAGENA,"Cartagena, Colombia + code1",100,"Cartagena, Spain + code1",100,Catania + code1,75,Ardalstangen + code1,67,Parana + code1,67
9472957,TANKER,PIRAEUS,Piraeus + code1,100,Rades + code1,67,Arecibo + code2,67,Rauma + code2,67,Ilheus + code1,62
9406180,CONTAINER,LAEM CHABANG,Laem Chabang + code1,100,Chandler + code1,60,Changsha + code1,60,Tabangao + code1,60,Catia La Mar + code1,58
9216468,DRY,BR RIO,Rio Grande + code2,73,Ilheus + code2,73,Barreiro + code1,71,Rio Tuba + code1,71,Rio Cullen + code1,67
9000663,CONTAINER,ID BLPN,Belida + code1,62,Offshore Karimun Besar (Tsa) + code2,57,BERYL FIELD + code1,56,Bungo Suido + code1,56,Bali + code1,55
9797199,CONTAINER,DEHAM,Hamburg + code2,100,Nordenham + code2,80,Hamriyah + code2,80,Dhamra + code1,73,Degerhamn + code1,71
9596569,DRY,MAPTAPHUT,MAP TA PHUT + code1,70,Maputo + code1,67,Matarape + code1,59,Aktau + code1,57,Apapa + code1,57
9193707,DRY,KALININGRAD,Kaliningrad + code1,100,Mina Khalid + code1,64,Kakinada + code1,63,Kivalina + code1,63,Kalianget + code1,60
9062805,DRY BULK,KIWALAN.ILIGAN ; ___,Iligan + code1,100,KOOLAN ISLAND + code1,58,Kin Wan (Okinawa) + code1,55,Tianjin Lingang + code1,55,Lavan Island + code1,53
9217228,DRY BULK,TAI CANG,Tai Shan + code1,75,Tai Tung + code1,75,Quang Tri + code1,71,Yantai + code1,71,Can Tho + code1,67
9489118,TANKER,ES ALG,Algiers + code1,77,Algeciras + code1,67,Aviles + code1,67,Agotnes + code1,62,Alesund + code1,62
9339442,DRY,CN LYG,Yangpu + code2,73,Luoyuanwan + code2,73,Yancheng + code2,73,Longyan + code2,73,Xiuyu + code2,73
9715816,DRY,TH RYG,Rosyth + code1,67,Blyth + code1,55,Erith + code1,55,Perth + code1,55,Rayong + code2,55
9241372,DRY,MULDWARKA,Muldwarka + code1,100,Mtwara + code1,67,Mundra + code1,67,Malakal + code1,62,Mudanya + code1,62
9595187,DRY,CONSTANTA,Constantza + code1,95,Onsan + code1,71,Onsala + code1,67,Pontianak + code1,67,Wonsan + code1,67
9405162,DRY,US TPA,Piraeus + code1,62,Tartous + code1,62,Ahus + code1,60,Palu + code1,60,Tuas + code1,60
7711725,DRY,PORT COLBORNE,Port Clarence + code1,77,Port Lincoln + code1,72,Port Polnocny + code1,69,Port Botany + code1,67,Port Talbot + code1,67
9622849,DRY,CO BAQ,Cold Bay + code1,71,Coos Bay + code1,71,Tabaco + code1,67,Bach Ho + code1,62,Bacolod + code1,62
9466738,TANKER,CA SNI>US PWM,Pusan + code1+3,55,Mariveles + code2+3,55,Masao + code2+3,55,Kawasaki + code2+3,55,Wakamatsu + code2+3,55
9518969,DRY BULK,NLSCI > FRURO,Rouen + code2+3,100,Rochefort + code2+3,80,Ferrol + code1+3,73,Faro + code1+3,67,Floro + code1+3,60
9786736,CONTAINER,HKG ANCHORAGE,Anchorage + code1,100,Muara Berau Anchorage + code1,82,Muara Pantai Anchorage + code1,82,Muara Sabak Anchorage + code1,82,Taboneo Anchorage + code1,82
9583897,DRY,ORDER,Ordu + code1,67,Randers + code1,67,Bordeaux + code1,62,Orkanger + code1,62,Derby + code1,60
9826122,TANKER,TH MAT,Tan Tan + code2,73,Tanger-Mediterranee + code2,73,Can Tho + code1,62,Ha Tinh + code1,62,Mayotte + code1,62
9202493,DRY BULK,AKTAU,Aktau + code1,100,Akita + code1,80,Karratha + code2,80,Alotau + code1,73,Aokata + code1,73
9277797,TANKER,LOME,Lome + code1,100,Nome + code1,75,Homer + code1,67,Limbe + code1,67,Ploce + code1,67
9193666,TANKER,ARP,RUWAIS + code2,75,Campana + code2,75,La Plata + code2,75,Parana + code2,75,Puerto Rosales + code2,75
9534432,DRY BULK,LAS PALMAS,Las Palmas (Canary Island) + code1,100,La Palma + code1,89,La Paloma + code1,84,Cape Palmas + code1,76,Punta Palmas del Sur + code1,75
9786047,DRY BULK,UA YUZ,Yuzhny + code2,91,Lan Yu + code1,67,Mayaguez + code1,57,Suez Bay + code1,57,UST-LUGA + code1,57
9537094,TANKER,ES CEU,Cee + code1,67,Cienfuegos + code1,62,Cul De Sac + code1,62,Cebu + code1,60,Es Sider + code1,57
9520120,TANKER,HAMRIYAH,Hamriyah + code1,100,Dhamra + code1,71,Hamina + code1,71,Almeria + code1,67,Harwich + code1,67
9839818,DRY BULK,ARGENTINA,"Cabo San Antonio, Argentina + code1",100,"Colon, Argentina + code1",100,"Rosario, Argentina + code1",100,"San Lorenzo, Argentina + code1",100,"San Nicolas, Argentina + code1",100
9311206,DRY,TW KHH,Ta-Ku + code1,55,Naga + code2,55,Phnom Penh + code2,55,Kaohsiung + code2,55,Phuket + code2,55
9547960,DRY BULK,PALEMBANG,Palembang + code1,100,Alang + code1,71,Balamban + code1,71,Palangga + code1,71,Palma + code1,71
9370824,DRY,JP NGO W3,Nagoya + code2,71,Uno + code2,57,Naoetsu + code2,57,Nagasaki + code2,57,Owase + code2,57
6703769,DRY BULK,AMR    !,Ambarli + code2,75,Montreal + code2,75,Ama + code1,67,Aomori + code1,67,Ayr + code1,67
9172428,DRY,ID TPP,Tanjung Pemancingan + code2,73,Offshore Karimun Besar (Tsa) + code2,57,Point Tupper + code1,56,Denpasar + code2,55,Pontianak + code2,55
9357535,CONTAINER,SGSIN PEBGA,Singapore + code2,100,Bassein + code1,67,Pebane + code1,59,Spring Bay + code1,57,Ba Ngoi + code1,56
9267364,TANKER,TUBAN,Tubay + code1,80,Tan Tan + code1,75,Durban + code1,73,Tuxpan + code1,73,Luba + code1,67
9725110,CONTAINER,JP TYO O,Tokyo + code2,77,Otaru + code2,62,Tokuyama + code2,62,Toyama + code2,62,Yokohama + code2,62
9342023,TANKER,LIANYUNGANG,Lianyungang + code1,100,Lianggang + code1,80,Yungan + code1,71,Banyuwangi + code1,67,Xingang + code1,67
9749154,TANKER,VOLGOGRAD,Volgograd + code1,100,Roadtown + code2,71,Volgodonsk + code1,63,Olongapo + code1,59,Vlore + code1,57
8917730,DRY BULK,ESGAN,Gandia + code2,100,Safaga + code2,80,Garrucha + code2,80,Daesan + code1,73,Efesan + code1,73
9399911,TANKER,PULAU MUARA,Pulau Sambu + code1,73,La Guaira + code1,70,Muara Bunati + code1,70,Muara Jawa + code1,67,Muara Port + code1,67
9202077,DRY BULK,TTPOS,Port of Spain + code2,100,Point Lisas + code2,80,Trapani + code2,80,Tartous + code1,67,TestPort + code1,62
9172387,DRY,VOSTOCHNY RUSSIA,Vostochnyy + code1,69,"St Petersburg, Russia + code1",55,Rostock + code1,52,South Louisiana + code1,52,Galveston + code1,48
9685449,TANKER,GBGRG=>USHOU,Houston + code2+3,100,Homer + code2+3,80,Fuzhou + code1+3,73,Huzhou + code1+3,73,Shekou + code1+3,73
8921303,DRY,BU KOR,Korsakov + code2,73,Bucksport + code1,67,Kota Baru + code1,67,Khor Kalba + code1,62,Oro Bay + code1,62
9110028,TANKER,JP WKJ OFF,Fukui + code2,67,Wakkanai + code2,67,Fushiki + code2,53,Fukuyama + code2,53,Kokura + code2,53
8622593,DRY BULK,MARIVELIS BATAAN,Bataan + code1,100,Mariveles + code1,64,Batangas + code1,58,Catia La Mar + code1,57,Mariel + code1,55
9523940,DRY BULK,TR TUZ,Tuzla Dockyard + code2,91,Tutuncifilik + code2,73,Trabzon + code2,73,Tartous + code1,62,Truk + code1,60
9166510,DRY BULK,ILHFA,Haifa + code2,100,Hadera + code2,80,Eilat + code1,60,Haifa + code1,60,Eilat + code2,60
9268801,DRY BULK,CN TAO,Qingdao (formerly Tsingtao) + code2,91,TAICANG + code2,80,Can Tho + code1,77,Cinta + code1,73,Taixing + code2,73
9632777,CONTAINER,HUANGPU,Huangpu (formerly Whampoa) + code1,100,Huangpu Old Port + code1,100,Huanghua + code1,80,Yangpu + code1,77,Shulanghu + code1,75
9242508,DRY,ID CILACAP,Cilacap + code1,100,Calaca + code1,62,Cascais + code1,59,Offshore Karimun Besar (Tsa) + code2,57,Rapid Bay + code1,53
9326342,DRY,MY BKI,Bima + code1,60,Kismaayo + code1,57,Kiame + code1,55,Kimbe + code1,55,Bandar Imam Khomeini + code2,55
8521830,CONTAINER,LONG AN,Ha Long Bay + code1,73,Long Beach + code1,73,Dandong + code1,71,Da Nong + code1,71,Malongo + code1,71
9774733,DRY BULK,JP TMI OFF,Ofunato + code2,67,Tsukumi + code2,67,Poti + code1,57,Tsurumi (Jap) + code1,57,Port of Jose + code1,55
9678836,DRY BULK,SAMPIT,Sampit + code1,100,Split + code1,73,Pitea + code2,73,Sample One + code2,73,Amchit + code1,67
9599901,DRY,VITORIA BRAZIL,"Vitoria, Brazil + code1",100,"Natal, Brazil + code1",69,Port Victoria + code1,67,Trial Bay + code1,61,"Victoria, B.C., Canada + code1",61
9569956,DRY,RV PSZ,"Shimizu, (Honshu), Japan + code2",55,Noshiro + code2,55,Salaverry + code2,55,Susaki + code2,55,Stettin + code2,55
8309830,DRY BULK,TRALI,Aliaga + code2,100,Yalova + code2,80,Bali + code1,67,Prai + code1,67,Tawi Tawi + code1,67
9761463,TANKER,GOLA,Gaolan + code1,80,Gela + code1,75,Sola + code1,75,Goole + code1,67,Olbia + code1,67
9323792,TANKER,CA SJB>BS FPO,"Freeport, (Grand Bahama Is.), Bahamas + code2+3",91,"Freeport, Texas, U.S.A. + code2+3",73,Port of Jose + code1+3,56,Basuo + code1+3,55,Folkestone + code2+3,55
9575307,TANKER,FOR ORDER,Fort Pierce + code1,60,Fort Lauderdale + code1,58,Corner Brook + code1,57,Floro + code1,57,Koror + code1,57
9811490,DRY BULK,US MSY,Phu My + code1,67,Moss + code1,60,St James + code1,57,Matsu + code1,55,Supsa + code1,55
9451707,TANKER,CRISTOBAL,Cristobal + code1,100,Corinto + code1,62,Setubal + code1,62,Toba + code1,62,"Bristol, U.K. + code1",60
9644512,DRY,TIANJIN,Tianjin + code1,100,Tianjin Lingang + code1,100,Tianjin Xingang + code1,100,Tangjin + code1,86,Panjin + code1,77
9420801,DRY BULK,PANAMA,Panama + code1,100,Panama Canal + code1,100,"Panama City, Florida, U.S.A. + code1",100,Paranam + code1,77,Palma + code1,73
9747651,DRY,ANTWERP,Antwerp + code1,100,Antifer + code1,71,ANYER + code1,67,RUWAIS + code2,67,Northern Endeavour + code2,67
9814296,DRY BULK,CEBU TAGBILARANRAN C,Cebu + code1,100,Cairn Ryan + code1,53,Caleta Clarencia + code1,50,Blang Lancang + code1,48,Santa Barbara + code1,48
9073701,DRY BULK,IL ETH,Methil + code1,83,Bethel + code1,67,Fethiye + code1,62,Thi Vai + code1,62,Hilo + code1,60
9535436,TANKER,NAPOLI,Annapolis + code1,80,Nampo + code1,73,Penglai + code2,73,Lillesand + code2,73,Gallipoli + code1,67
9400227,TANKER,MAILIAO,Mailiao + code1,100,Malabo + code1,77,Malili + code1,77,Manila + code1,77,Milina + code1,77
9329552,CONTAINER,AUBNE,Brisbane + code2,100,Northern Endeavour + code2,80,Bell Bay + code2,80,Broome + code2,80,Ube + code1,75
9029279,DRY BULK,SURABAYA,Surabaya + code1,100,Suralaya + code1,88,Salaya + code1,71,Sariaya + code1,67,Shuaiba + code1,67
9761267,TANKER,DZBTA,Bejaia + code2,80,Batam + code1,60,Dubai + code1,60,"Tarbert, (Kintyre), U.K. + code2",60,Dos Bocas + code2,60
9638771,DRY BULK,BELFAST,"Belfast, U.K. + code1",100,Bella Vista + code1,67,Brest + code1,67,Eilat + code1,67,Faslane + code2,67
9397200,DRY,GIBRALTAR,Gibraltar + code1,100,Larne + code2,71,Braila + code1,67,La Guaira + code1,67,Alta + code1,62
9272383,DRY BULK,PORT CARTIER,Port Cartier + code1,100,Port Fortier + code1,83,Port Kaiser + code1,78,Port Blair + code1,73,Port Pirie + code1,73
8602957,DRY BULK,VARNA,Varna + code1,100,Araya + code2,80,Havana + code1,73,Parana + code1,73,Sarnia + code1,73
9333747,DRY BULK,JP CHB  DEZU-C,Port de Bouc + code1,48,Puerto Cabezas + code1,44,Chacabuco + code2,44,Cul De Sac + code1,43,Honmoku (Jap) + code1,42
9302865,TANKER,AU PHE>>SG SIN,Singapore + code2+3,91,Bassein + code1+3,62,Messina + code1+3,62,Es Sider + code1+3,57,Nghi Son + code1+3,57
8914154,DRY BULK,BLYTH,Blyth + code1,100,Mellita + code2,80,Bath + code1,67,Bayah + code1,60,Leith + code1,60
9213143,DRY,NB,Yanbu + code1,57,Brevik + code2,57,Menzel Bourguiba + code2,57,Budge Budge + code2,57,Botlek + code2,57
9256901,TANKER,SGSIN > GUAPR,Apra Harbor + code2+3,100,Gary + code1+3,67,Guamare + code1+3,67,Gopalpur + code1+3,62,Guaranao + code1+3,62
9276743,DRY,DK SKA>CU CFG,Calcutta + code2+3,55,Cienfuegos + code2+3,55,Guantanamo + code2+3,55,Santiago de Cuba + code2+3,55,Famagusta + code2+3,55
9268710,DRY BULK,RU NVS,Varandey + code2,73,Sousse + code2,60,Nauru + code1,55,Serui + code1,55,Vung Tau + code2,55
9376892,CONTAINER,SHANGHAI,Shanghai + code1,100,Sanghi + code1,86,Sangi + code1,77,Changsha + code1,75,Huanghua + code1,75
9244403,TANKER,PHBTG,Batangas + code2,100,Bataan + code2,80,Masbate + code2,80,Tabangao + code2,80,Tagoloan + code2,80
9625293,CONTAINER,PORT KELANG,Port Kembla + code1,82,Port Kijang + code1,82,Port Hedland + code1,78,Port Reading + code1,78,Eastland Port + code1,75
9779977,TANKER,ARMED GUARDS ONBOARD,Ciudad Del Carmen + code1,54,Apra Harbor + code1,52,Grenland Harbour + code1,50,Punta Arenas + code1,50,Muara Sabak Anchorage + code1,49
9533232,DRY BULK,JP HIM/AS OFF,Abashiri (Jap) + code1,56,Kashima + code1,50,Port Graham + code1,50,Aaheim m + code1,48,Hachijo-Jima (Jap) + code1,48
9353931,CONTAINER,SURABAYA ANCHORAGE,Anchorage + code1,100,Surabaya + code1,100,Muara Sabak Anchorage + code1,77,Muara Pantai Anchorage + code1,75,Muara Berau Anchorage + code1,72
8216722,CONTAINER,ABIDJAN,Abidjan + code1,100,Abadan + code1,77,Cabinda + code1,71,Ajman + code1,67,ANYER + code2,67
9532018,TANKER,YAN TAI,Tai Shan + code1,80,Cai Lan + code1,71,Cairn Ryan + code1,71,TAICANG + code1,71,Pu-Tai + code1,67
9680841,CONTAINER,"SAN JUAN, PR",San Juan (Peru) + code1,92,San Juan De La Costa + code1,84,San Juan Del Sur + code1,84,"San Juan, Puerto Rico + code1",84,"San Juan, Puerto Rico (U.S.A.) + code1",84
8200802,DRY BULK,NEMRUT,Nemrut Bay + code1,100,Nemrut Limani + code1,100,Beirut + code1,67,Nemuro + code1,67,Exmouth + code1,62
9053658,CONTAINER,TAURANGA,Tauranga + code1,100,Amurang + code1,80,Urangan + code1,80,Tanga + code1,77,Uraga + code1,77
9368302,TANKER,FOR ORDERS,Porto Torres + code1,64,Port Rhoades + code1,64,Rhodes + code1,62,Randers + code1,59,Tres Fronteras + code1,58
9284233,DRY BULK,JP TYO V,Tokyo + code2,77,Tokuyama + code2,62,Toyama + code2,62,Yokohama + code2,62,Yokosuka + code2,62
9320142,CONTAINER,ID MAK,Makassar + code2,91,Muara Sabak Anchorage + code2,73,Merak + code2,73,Amamapare + code2,73,Muara Bangkong + code2,73
9005754,DRY BULK,MALTA FOR ORDER,Fort Lauderdale + code1,60,Malta (Grand Harbour) + code1,59,Fall River   + code1,56,Caleta Cordova + code1,55,Fort Pierce + code1,54
9699189,CONTAINER,BRITJ>BRSSZ,Santos + code2+3,100,Sao Francisco do Sul + code2+3,80,Sao Sebastiao + code2+3,80,Salvador + code2+3,80,Sao Luiz De Maranhao + code2+3,80
8889854,DRY BULK,CHINAJINZHOU,Changzhou + code1,76,Jinzhou + code1,74,Cangzhou + code1,70,Chaozhou + code1,70,Hangzhou + code1,70
9655470,TANKER,KAVKAZ,Kavkaz + code1,100,Kakhovka + code1,71,Kolaka + code1,67,Karskar + code1,62,Kasaoka + code1,62
9262974,DRY BULK,NEW ORLEANS,New Orleans + code1,100,New Holland + code1,73,Pusan New Port + code1,64,NEW YORK + code1,63,Newport News + code1,61
9664720,TANKER,SAN LORENZO,"San Lorenzo, Argentina + code1",100,"San Lorenzo, Honduras + code1",100,"San Lorenzo, Venezuela + code1",100,Lorengau + code1,63,Onsan + code1,62
9303766,CONTAINER,CONAKRY,Conakry + code1,100,Coari + code1,67,Daya Bay + code2,67,Coryton + code2,67,Ancona + code1,62
8704456,DRY BULK,ANZALI,Yanai + code1,73,Auckland + code2,73,Mangalia + code1,71,Naantali + code1,71,Aalvik + code1,67
8944109,DRY BULK,>JP KRE,Kure + code2+3,91,Karatsu + code2+3,73,Hikari + code2+3,73,Kure + code1+3,60,Keret + code1+3,55
9699232,TANKER,>JP ONA OFF,Onahama + code2+3,91,Osaka + code2+3,73,Naoshima + code2+3,73,Onoda + code2+3,73,Nakanoseki + code2+3,73
8862791,DRY BULK,KAVKAZ,Kavkaz + code1,100,Kakhovka + code1,71,Kolaka + code1,67,Karskar + code1,62,Kasaoka + code1,62
9503689,TANKER,AEPC,RUWAIS + code2,67,Puerto La Cruz + code2,67,Punta Cardon + code2,67,Puerto Chicama + code2,67,Punta Camacho + code2,67
9116280,DRY,ORO BAY,Oro Bay + code1,100,Coos Bay + code1,80,Gore Bay + code1,80,Goose Bay + code1,75,Cold Bay + code1,67
9231511,TANKER,E OPL,Okwori Opl 90 + code1,75,Pepel + code1,60,Puerto Cabello + code2,60,Paldiski South Harbour + code2,60,Solvesborg + code2,60
